Transaction_ID,Product_ID,Store_Location,Quantity_Sold,Sale_Date,Revenue
8f66d38e-a6ee-41ca-b848-add1c81c715a,1082,East Hazelburgh,45,2024-04-20,462.57
d759d41d-fc56-4891-9c24-3e4d3b5345da,1041,West Bethany,38,2024-08-10,465.53
02af28b0-a473-45a0-8aa2-58cb344e73e4,1031,Jonesbury,37,2024-10-07,144.49
5f38d57f-e532-4e0f-b453-0f5c61514e22,1075,North Jennaside,14,2024-09-29,413.39
7a640ae1-a84f-4758-ae91-0a80b9141997,1073,Hillview,12,2024-11-13,372.65
32f4d6ba-f7e2-4f12-baf8-9f86cce99834,1060,South Colin,24,2024-04-05,148.16
cc0c9e74-5f02-449d-9854-43e6d1cd4ffe,1027,North Emma,31,2024-11-17,325.37
41e7e44d-4b2a-4753-b3ef-da16a2ee3e30,1003,Barkermouth,40,2024-04-21,461.59
81e00a3a-22dd-4bb6-934c-6d84c903556e,1067,Port Jenna,6,2024-11-30,406.81
39f57a12-742d-4682-bf2a-c3068703f0e5,1090,Lake Danielle,48,2024-09-17,137.75
25fc49be-ce55-4454-9f9e-bb1a5a608350,1017,Coxchester,19,2024-05-04,358.07
3dc04f71-dcfc-4b0d-acf8-db7c4291d3da,1023,Wardstad,48,2024-08-11,68.98
4808491f-588f-41a0-9c1c-501dbb6b5258,1066,Leonardland,7,2024-08-03,43.88
cb39366a-9ab8-4e68-abdd-213fbab10840,1029,Rebeccatown,22,2024-09-06,273.66
02dcf0be-55fb-498d-9a5d-ad92108a7ca1,1019,Pricestad,43,2024-01-20,367.41
e6e8799d-6415-4c45-adb5-65911217aab4,1066,South Natalie,43,2024-01-04,106.43
dc0eef45-d45c-41af-abeb-8274515c878d,1087,Billyland,5,2024-01-11,21.52
e239da84-992a-4fe5-8d61-d51fbc39a86e,1068,Spencershire,26,2024-10-11,184.93
83909416-112c-48eb-ae2a-4695d8216ec9,1048,Chelseaport,45,2024-04-07,268.15
a94a5cba-797d-4ed9-9be8-0d364434bd38,1070,Port Wendy,4,2024-05-24,490.84
45ba92f1-09bc-4662-9534-66bcf59ee358,1040,East Katie,34,2024-10-23,464.74
826232a4-246d-401e-839b-5e7c34137403,1025,North Margaretburgh,4,2024-08-13,126.88
dcb2ca8b-e2c7-4cae-8cb5-e85bda238bce,1029,Dennisland,46,2024-03-10,415.67
685f2f7c-9059-447c-8cc4-5d9665a1fd65,1009,North Franceston,24,2024-03-13,247.56
7013448a-66f7-4aaa-9f68-be4cf2cad400,1043,Philipshire,19,2024-03-19,480.31
0bffb70b-b5c3-4147-8bae-e8f0961df838,1062,East Keithshire,18,2024-02-13,144.73
e32b2032-ca35-458c-9ec8-38c94c10ca5f,1035,North Norman,26,2024-04-26,210.22
892e09c3-a79f-4cf4-8844-10f2e584076a,1007,Peacockview,3,2024-11-25,304.87
ae77cf7d-dc39-47ba-9d02-0c1c07fe8d7c,1041,South Henrymouth,21,2024-02-28,326.58
d0e7afaf-c29c-4689-b8bb-6a76634eba4c,1027,Allenberg,31,2024-04-10,288.92
682c1f46-20cc-4337-b0f5-db186654f3b6,1029,New Normanfort,27,2024-09-13,132.21
00e55d5e-31f4-45cf-b954-3be477cc8281,1049,North Josh,20,2024-06-26,204.36
38ddc469-d1c2-4bc6-a58b-94f8aded7f86,1052,Blackburnberg,41,2024-11-15,378.32
651d0a27-ff3b-4055-bb80-7fdc40e49ea3,1079,Bennettmouth,6,2024-09-11,26.0
286fd801-3aed-4c18-a428-e16ff43e96cc,1012,North Jeanburgh,50,2024-08-21,266.44
30567ca7-ab5e-47a0-a0b1-38f4432ee577,1010,Gillchester,47,2024-08-16,95.63
37d22b3d-d3e9-4d3f-ae24-cbcc4b0b896d,1065,Port Lewis,4,2024-07-29,36.23
268db288-416f-41a9-88cc-e644ecf73c15,1048,South Mohammedside,10,2024-06-05,45.47
69ca6fdc-1201-4ce1-9af5-50c48c5204d7,1038,Ianhaven,49,2024-08-22,203.89
b3441ee1-08af-4283-896e-72932ca9c520,1077,Port Katechester,17,2024-02-24,229.26
5fa760d3-5ff9-4be4-aebe-926088e9c117,1066,Lake Francesca,28,2024-02-14,244.91
d383a9af-de75-4ab3-90df-013830854c3d,1080,North Katiehaven,39,2024-08-20,52.1
03c249a7-cbae-4a52-997d-fabb0f910498,1065,South Trevor,44,2024-03-22,336.5
e4b31cd6-181f-46a5-98b4-828e9d98717c,1006,Rosemaryshire,2,2024-08-16,111.34
838cd71f-dcf3-4eda-96df-f9fef942972a,1016,West Katherineshire,13,2024-03-07,220.11
5caceb78-61c9-47b0-89b4-fc5221a10dc2,1003,Lake Jodie,3,2024-11-08,162.72
53862b37-9859-4d22-a4bf-a766e7c0a0c2,1017,West Marilyn,28,2024-07-29,372.18
1d60d0f7-4931-4530-a647-77276c4afdf2,1077,South Paulineside,36,2024-05-15,450.85
86483b6f-52b5-41f3-9eac-d5c13bba06a2,1071,Mariaburgh,16,2024-04-02,130.58
0107ec87-3831-4bd0-93f3-171d8f781eba,1030,Lake Ashleyton,10,2024-11-12,114.53
a30aabed-5f25-44fb-b902-35e20ffbaf3d,1013,Owenstown,9,2024-11-15,48.48
871e0c55-fb8a-4b0c-bcd6-e0a1e7227061,1008,West Christianberg,5,2024-07-19,265.49
e453a84a-0eae-4a3a-9e19-3d2022e6ce9e,1071,Lake Shaun,38,2024-01-02,332.65
ce529ce8-fac4-436c-aae2-c2ebbca42183,1077,Port Eric,16,2024-09-28,41.05
ed0a5a0b-54a8-4d38-b049-72df545547ad,1043,North Ameliamouth,20,2024-11-17,23.24
9c9d3b9f-110a-4ae8-bd8e-b70e03ab49ab,1022,Port Samfurt,9,2024-09-13,189.8
b40605c7-5099-4d12-859f-9093ea4fcf13,1074,South Charleneside,41,2024-05-04,189.87
8d540a7b-34c0-461b-a837-d517b7ead407,1088,Burnsbury,29,2024-12-07,405.73
1293da9a-4aed-499f-af55-e2dbd6c1d1ee,1009,Jamesfort,20,2024-09-30,289.46
4f78b864-d71f-4b96-a638-9090af549df5,1080,East Jayneview,21,2024-08-22,100.92
8aa8dcf2-17c5-4977-8d93-4df26b8dfa0f,1050,Port Joanne,35,2024-09-13,381.73
da243d9b-7581-4fcb-9f0e-9ff34d958168,1035,Smithmouth,46,2024-10-03,380.82
0f86fc11-9d27-4a1f-a27c-f7b9db89568e,1070,Sianberg,9,2024-03-09,151.74
444a2874-049a-4830-971e-ace4911683f8,1053,Lake Damianville,26,2024-04-14,75.4
df0a7c74-1124-49b1-83f2-8328fda6edcb,1050,East Harry,45,2024-01-26,62.07
2cbe1a8e-203f-433c-90bc-5e9276522d19,1043,Kaurburgh,1,2024-06-22,239.24
910945fb-6338-4bd7-b3c1-b4a262281a6d,1054,East Malcolm,12,2024-10-13,277.91
1671fac2-4bf0-4552-bde4-3a653eb933e6,1075,South Patriciaside,35,2024-06-29,305.14
3b933d86-a9b6-4b6d-b87c-104bf4816f2b,1021,Thomasfurt,20,2024-10-25,350.04
b12233ca-038d-48c7-b971-c8ecc5df988b,1004,Port Mitchell,24,2024-01-21,46.84
0e3d9152-7826-4636-9fb8-24a2ff867dba,1087,Jacobstad,2,2024-11-15,74.89
841a312e-5834-4ffc-984d-89b72a36bad2,1059,Lake Paige,14,2024-01-27,315.94
e177067b-c1a8-4e9e-a6bf-71d8d0bc4655,1057,New Kennethmouth,39,2024-01-13,204.49
7409595d-2724-4a07-b03b-216e7e2cdd72,1018,Andersontown,32,2024-08-22,498.54
7075f73e-ba17-48fc-8088-f412d4d4c439,1075,Thomsonberg,22,2024-03-23,398.35
f0942dcc-1a08-4d43-97d8-923387e95a19,1073,North Jessica,13,2024-02-02,148.17
57f391c3-5e8d-48bc-b160-88e113505518,1027,Jeanstad,23,2024-06-16,24.03
5a1db6e1-6c78-4beb-8979-9250c6d8d897,1064,West Carl,29,2024-10-08,286.69
ca10c413-a8cb-45ef-aa3c-b4ee0d786cdc,1082,Lisaville,26,2024-08-12,23.93
38674a13-f73d-45ae-8654-15dfc3b13be3,1060,East Charlenemouth,5,2024-03-16,114.8
dbdb3599-389c-43a0-a48b-0e5d606a9637,1026,Conorhaven,40,2024-02-20,368.64
6a312a3c-dca7-4c76-a8d9-8f1bbe13f31a,1016,Kaurton,6,2024-10-30,103.83
020f67e8-9b9f-43f5-a8b9-b51281c69b5e,1034,Port Alisonview,33,2024-05-17,265.77
4b9ef1cf-114b-412e-97c4-3ddf5d1b8d33,1016,Moorehaven,23,2024-02-05,212.23
ede76f84-bd0a-45ae-acba-99011e967537,1080,East Nicola,15,2024-03-03,62.09
3afbec81-478e-4187-8dd7-75dbc3fe060d,1042,Donnellychester,41,2024-02-27,98.02
8c4af7c1-cac6-4c1e-932a-f9ca8b0f387d,1027,Lake Katherine,45,2024-06-06,187.5
c8543241-e789-4958-98e9-aa0dfae529a5,1025,Port Marcus,27,2024-09-13,192.87
c8538bcc-5f58-4347-93c9-7183c88ca11c,1009,South Charlene,32,2024-01-21,294.9
e69d1dab-552c-44d7-a4a7-0f38b438bdbe,1007,Louisemouth,49,2024-03-12,175.44
cd7f143b-b075-431b-aacd-8e8311bf9b75,1004,Lake Hannah,22,2024-07-28,429.06
ffac21bb-fc84-458a-a277-6ed381d596aa,1087,North Edward,16,2024-10-12,219.47
758f2e5c-6ae7-4aad-8c4e-2656db82bd9d,1058,New Kennethport,32,2024-07-08,230.95
09039a8a-c3f1-4af1-b30e-f21cb190afe0,1052,Clarkeville,24,2024-10-20,473.49
9b207da2-0c30-460b-b1b8-58a3ca65681b,1080,Rebeccamouth,32,2024-03-27,379.86
5a19f137-3870-4985-8256-d125629d1729,1056,North Gordon,34,2024-01-20,389.41
8084e5bd-e41d-431e-8206-e784313da55e,1059,North Lydiafort,38,2024-11-07,415.56
15342fb8-423d-404b-b3f5-f109d020f8ec,1037,Declanchester,24,2024-07-06,337.75
d829dd06-7050-48ab-8b12-75bf03f20284,1053,Singhville,25,2024-08-13,437.22
588a7b04-c72f-4b47-873d-b3d573b3b0c9,1072,Thorntonside,17,2024-10-19,396.43
648a9349-aefe-4ed2-aea6-03f605f907ee,1062,Port Marion,10,2024-09-16,300.53
2aa5cd45-9ce4-45e2-8f72-67eb025d1a06,1055,Helenville,32,2024-07-22,148.98
c1ae772e-3230-418c-b9d5-1035bc48334d,1079,Dawsonstad,34,2024-02-23,403.97
c31a6946-b5e6-4748-bb2f-5f6b4ec68b57,1020,South Garethburgh,33,2024-10-28,241.61
4148ab64-bf7c-44ff-8f66-8fbb5f327cd5,1083,Whitehouseport,22,2024-12-01,20.35
f27ccf1a-dde1-4e4c-9d16-76b0d165f40e,1013,Lake Jason,14,2024-05-29,276.33
9892e258-52b6-4ab6-b878-5e20a3be5069,1004,North Andrewton,34,2024-05-05,287.08
03c7406c-4b60-4b52-81f2-907032e0b866,1077,Williamton,12,2024-10-20,460.25
1d4216b9-0f9d-4d8f-8a91-04c7fc1d61a2,1068,Leahmouth,5,2024-09-02,460.11
087d106d-4dcb-4c07-903c-3a075c77f13d,1078,Richardsonberg,37,2024-05-09,344.17
1e270daa-63e0-4171-82e9-a0e16fdacaa0,1058,Barberborough,41,2024-06-08,365.76
d176c28e-7202-4f7c-ad30-ae67c078d894,1068,South Grahamborough,41,2024-06-16,28.62
cb16e8c6-9d86-494f-8365-c7fbba3a769e,1003,East Denise,9,2024-01-23,345.91
da71e58e-3a3c-43c8-95d1-adead3497108,1086,Dixonhaven,25,2024-01-13,62.37
bd7d1944-b8cb-49a2-8a64-b5023549d124,1040,Gregoryton,3,2024-02-14,271.88
e7414b82-7036-4a2c-a9da-69fb67f51be6,1081,Lake Glentown,11,2024-02-02,459.98
f526387f-a4ea-4a9b-b054-9da99ff948ca,1024,Murphyfort,18,2024-08-10,155.56
fc272c47-7076-4e2d-8493-8a8a0695b7b4,1038,Port Louiseton,37,2024-05-22,224.9
721b5dda-ca54-4a97-bfcd-ace6df263e4e,1082,Gordontown,45,2024-05-21,416.33
66f11952-83fb-4c93-9474-3cbcd4ca1348,1007,East Francis,10,2024-06-07,82.46
9862d9b1-fb60-4404-b050-231475b51daf,1087,Russellmouth,40,2024-04-18,455.99
29a6b51e-92ee-4a0c-ab8e-67633f032929,1034,Toddview,49,2024-12-03,476.17
dfbf1d28-2050-4270-8e86-a07f28d1e26d,1083,South Mitchellmouth,27,2024-03-04,175.19
696ea2cb-ec6e-45db-bc96-a9f817b35a4e,1018,Michellechester,31,2024-10-05,338.9
d9e5e632-7ce2-4711-b42a-490e279b5975,1021,Robertsberg,16,2024-05-01,341.23
c08cc39f-224f-498f-8ce3-44cac2f85ef1,1073,Debraton,46,2024-01-29,468.64
ef792f39-b9bc-45df-af8e-6d1f3f6df900,1047,Lake Mathew,33,2024-08-17,141.98
539f2f45-4d05-49d1-bcf3-6ca6e15329a9,1061,Morrisberg,4,2024-06-25,483.38
1e8ecd04-e038-44d3-b3ae-facf1b052400,1049,New Rosemary,13,2024-09-27,421.5
0d68b2d9-8f5c-441f-aa72-348773050554,1030,Thomasberg,42,2024-05-13,19.58
548c4840-3598-48ec-9e22-45638b3402b4,1063,East Mark,11,2024-02-25,349.56
a53b0ed2-2406-46b0-8e06-4a5c15bcb685,1073,Port Franceston,22,2024-06-15,65.9
86a4dc1a-589b-4fc5-9cf7-f7dcc16362ed,1081,Collinshaven,31,2024-10-25,135.39
95de1a04-3441-4dc9-afb2-31f08eafefdf,1017,Moorebury,33,2024-09-03,81.71
57b2557c-82e1-4a34-a3d6-a56bf3fa0a99,1037,East Marcus,42,2024-09-19,243.89
b7d55711-7fae-4590-be20-3e57f9b809b6,1054,Natalieton,5,2024-07-30,444.96
7f093184-2223-46b2-a32e-e31897e011c3,1056,Bradleystad,3,2024-07-03,412.17
7670741f-43f3-4b5a-9320-a7db4eeb7b7c,1085,Melissamouth,2,2024-03-10,396.36
dd01d877-7f2b-4250-8e05-4ccb068c1b97,1035,Watsonhaven,46,2024-06-28,480.12
fef712f4-bdf8-4925-b824-a038e29ce4d5,1048,Julianhaven,25,2024-03-02,244.66
126898aa-3859-4cd1-9c9d-cc688e6de47a,1017,East Emma,19,2024-10-19,219.39
7031eca1-277a-42ff-a2a0-432d8e1773f0,1036,Humphreysville,42,2024-07-14,399.02
d7e74cc7-c404-4d67-8d4b-735a1fa7bd4c,1064,Lake Nathan,3,2024-01-16,105.92
d5218461-7a70-4352-b997-b2321fdac905,1078,North Phillip,37,2024-09-12,297.35
8f727039-9f32-40a7-9a24-b70d1004aa12,1013,Ellishaven,24,2024-11-25,352.53
18e5979a-5ba6-48be-9170-f46e29ef50e7,1076,Port Ryan,12,2024-01-11,310.11
7ee0330f-aa35-4bb2-90fc-575c08486a51,1076,Watsonview,5,2024-11-24,117.86
284fe21a-3ea3-4cb6-ab24-d6b2d2c17ed6,1062,Shepherdton,13,2024-05-02,280.75
11a90f9c-3ea0-4812-b146-e1b22933c0f8,1085,Gailhaven,46,2024-07-05,156.97
2af92098-6e62-4920-8972-b4b04710754c,1032,Morrisshire,33,2024-05-31,197.6
a427ec5f-1b5f-4bd2-b504-26deaefed16f,1030,New Michellemouth,21,2024-06-21,265.33
306753eb-1db0-4553-94ca-be264bb6a51d,1017,Mohammedburgh,32,2024-04-29,396.29
9e542990-0eb1-46c6-8605-8ed28bca78f9,1057,North Howardton,29,2024-08-13,347.6
67084d2d-7683-47ce-a168-3a69ec5ed73f,1012,Port Callumhaven,23,2024-02-23,314.89
8bef649f-5154-4417-a15c-25677d26a67c,1002,East Carolyn,28,2024-10-29,169.36
f50f9207-cf6a-41cd-a7c1-1a30ade3416d,1088,Francesport,48,2024-12-01,491.3
4fe2f043-37ce-4a23-af7d-35106ac46679,1007,New Ronaldtown,41,2024-09-27,466.82
bbe8d3d9-15e6-43fc-82b3-5a58231e48cd,1042,North Elliot,3,2024-05-03,497.17
610cfd53-e698-47d4-ac54-7a48664a1d20,1039,Jasonfurt,2,2024-07-07,362.2
4435359e-2fcd-48c9-9823-a78f5baeb668,1059,Hughesfort,49,2024-12-04,203.09
1827b80b-8f73-4827-a330-a11b7ede0228,1010,Wilsonshire,40,2024-05-29,153.59
19069add-72a6-4b81-9990-23089830268a,1060,New Ashleigh,46,2024-01-30,349.05
cdfb472d-73d5-4e54-89d0-a4607416a168,1038,East Garethville,22,2024-07-28,347.39
1c666e42-6162-41db-8b3a-618c3c4c5b17,1024,Ashleyshire,39,2024-04-25,65.1
ce21d367-7b25-406d-abb8-f2b1204317a6,1077,Hobbsborough,47,2024-05-25,279.61
8cde39d3-8d9e-4069-b6e9-5287e98bfffb,1044,Bethanyville,48,2024-11-29,348.39
ff0e01f0-0cd2-438e-8767-57e1a4b763ae,1001,East Shane,43,2024-01-27,301.51
86ca8eaf-4d3d-404b-99b6-cd1f8be05fc2,1009,Iainmouth,50,2024-04-25,441.62
59247d35-b30c-4d0a-9b46-6e4eb5d733e4,1059,Hansonfort,44,2024-04-19,36.11
ba41e8a6-d808-4487-847b-df4fd5be3d22,1010,North Juliechester,18,2024-05-06,310.51
8c951ca3-ea6c-4e63-9e50-73ed85b3d56b,1077,East Marcusfort,16,2024-09-21,201.63
7322ab04-f999-4224-bb7f-ff52251d9652,1020,Stokesfort,39,2024-10-21,367.02
186d4250-a3fa-48f2-95b9-0fb888cb79b6,1090,Victoriaberg,3,2024-03-23,425.94
3001ebc4-ab47-444c-b5b7-0a6427b6604a,1080,North Declanbury,32,2024-06-23,190.74
88bcfd9f-8583-49c9-901b-adfa0334a432,1005,Matthewsmouth,17,2024-07-08,391.68
2bbc178d-d369-4a01-b558-130dec10001b,1020,East Leanneborough,22,2024-02-11,312.15
f144d8bc-d6cb-45ce-91a4-f96637977ae9,1071,Williamsonside,36,2024-01-08,129.22
f7d1da67-ddc5-4e74-ab8c-8c623a9b3ae6,1080,Gibsonmouth,11,2024-06-02,253.7
f9c22969-5f78-4f36-9385-3d1f53ece5bd,1083,Olivermouth,31,2024-07-31,295.33
f0d909a1-03a9-44e3-849e-d86939de076a,1014,Barryshire,29,2024-01-02,439.11
4e75d37d-9075-4d6b-afd4-331c1630be63,1009,Brownfort,27,2024-10-09,227.78
5e57cc1a-6809-431a-b507-1ac7ebc5a1c7,1069,Elliottstad,15,2024-05-14,459.08
0aa0964e-6dc4-4c49-9ae3-b96dab234f59,1035,Batesshire,42,2024-03-26,172.59
27014273-7fe3-44d3-9f0a-b976526e7ac4,1004,New Callum,22,2024-11-08,96.03
b60cb56e-b162-45d3-b778-ac3929e6b97d,1003,Mandyborough,1,2024-04-15,336.11
91931359-6cc9-49fb-9c20-ae961ef9be6b,1058,Lake Charlesburgh,2,2024-01-19,150.68
354341e6-f31a-45b9-8992-51237b8b2278,1010,Duncanberg,37,2024-02-01,65.9
d2f30fa1-970a-4dfe-a828-103ab84aa824,1078,Port Louisfort,1,2024-11-06,121.15
19f939c8-6986-4dec-9ba6-855fe3c6a1e2,1021,North Tony,37,2024-04-29,67.48
4177851f-fba3-47ad-9259-0455b8cdef0e,1056,Jeanton,49,2024-11-29,42.42
649fafbe-fe56-4672-90a3-0fc080ce0613,1067,New Lynn,25,2024-07-10,45.65
956f1bfb-7498-4a0b-a527-d4cb5add3916,1032,Helenmouth,26,2024-01-22,342.87
ce903a34-e928-4ebe-a0af-661b7b7cde6b,1046,Lyndaborough,37,2024-06-01,333.62
0ce73821-1c9e-4c50-b829-425bb3865cd2,1021,Hartton,37,2024-10-28,108.72
cf484fed-8952-4ec7-85f4-0fad2c951ba9,1033,South Mauriceview,31,2024-03-18,494.3
f0e1618b-1047-481c-9af9-6b4b796b304f,1054,Jillfurt,38,2024-09-13,122.93
5793f515-77f4-4f2c-8eb2-f3dd901495a3,1011,Thomasborough,25,2024-11-02,141.13
fae24f14-396b-4877-b6ac-5c4e5eb78926,1090,Lyndaland,3,2024-08-06,195.21
044fec2b-04c1-4258-a614-9820eb9e59c3,1086,North Pamela,18,2024-06-21,252.04
8574e57a-838b-434b-a8c8-bec04e7dd900,1075,Reesborough,38,2024-08-12,78.7
ba795c2d-67a0-4586-b396-d87c58693fb0,1006,East Ruth,8,2024-12-10,363.58
3c994ae7-04cc-47b6-84cd-1c1532655b66,1022,Louiseburgh,20,2024-04-17,220.69
7f85a487-898e-4eef-9a5c-4e5df9fac67c,1009,Kimberleymouth,44,2024-03-19,320.41
820c6087-9574-4b97-9331-3339804ebf07,1025,South Danielfurt,43,2024-03-23,464.39
e90b3f48-3167-4d6a-bbcb-31bde9f1cd0f,1016,East Vanessa,29,2024-12-08,377.82
1c2dd631-13e4-484e-95f3-94182cf0b30d,1073,Wellsview,19,2024-03-01,338.04
0d2a7a84-06e4-4585-8765-94bd41289f37,1075,Lake Gordonmouth,48,2024-02-04,424.53
9ee3cda0-dbf9-4e61-8bcf-4e73024a5744,1007,Port Katehaven,50,2024-02-08,350.87
3fe3b720-b9ea-4087-b268-55218d87253c,1074,Robinmouth,47,2024-05-03,401.91
eb2099ce-6014-4427-b970-d5e1e15b953a,1011,South Olivia,5,2024-04-06,253.91
32c1fdbd-8fd0-4030-93c6-b12ec223d721,1022,South Jasmine,23,2024-05-13,481.95
d6bc83d9-0386-42c5-bea4-e0a58149c837,1048,North Elaine,13,2024-02-13,114.56
aa9c1ead-f01f-449a-ae25-768fe6dc0747,1074,Freemanburgh,40,2024-07-10,281.56
16ebad8b-57c1-4e89-b265-684da46920d5,1080,Hughhaven,8,2024-03-22,440.7
dff8cd12-b8bb-4ff3-a5ba-bc2727a680fa,1048,Johnview,7,2024-07-11,247.29
299a0771-65b5-4fbe-8bcf-e2a8614849e7,1027,North Harriet,11,2024-04-13,94.04
2c304804-b904-4b6f-889c-8fb3a33bb96e,1005,Tylerburgh,42,2024-08-26,172.83
a834ae65-7121-47d2-9c80-fc3ce88beb1c,1086,North Amberview,38,2024-07-24,126.34
0788fc11-6202-4aea-a0a5-0bd543449f4c,1016,Lake Catherine,29,2024-11-03,131.69
b0ff832b-ccb2-4dd4-8ac3-c8146779ae27,1083,New Lindsey,35,2024-07-07,28.63
b2c317b5-e4ca-4eac-8035-4813b60159f6,1066,South Rogerville,17,2024-05-30,10.3
4c73d450-0c8b-4967-9d42-d343d74fb783,1007,West Sandrashire,41,2024-10-22,175.25
c63f16ce-9d1e-401e-a51c-118c9cb7f083,1037,Port Tonyshire,47,2024-01-02,30.69
22d61f68-a4e5-4f4b-8b64-231338132e78,1061,Maxshire,36,2024-08-21,389.14
5d557073-da4c-4594-825e-084c83c768ef,1078,New Charles,19,2024-01-17,482.17
3bfc987e-649c-4865-b105-425a1bd25d35,1083,West Brettfort,21,2024-01-29,51.37
5379c10b-10cb-4384-9e18-7fc371bde8c4,1076,Lyonsfort,15,2024-04-09,473.31
4dac686c-4660-46b8-8bfb-cc239598c3b6,1034,Lake Deanmouth,3,2024-09-16,141.19
c9c588c9-d969-4881-8d66-210a9aa86195,1005,Port Charlene,28,2024-08-04,57.83
8da9f7ff-d537-46ce-ad92-272ed21c8f86,1034,North Jenniferchester,24,2024-04-27,491.27
0b032a73-00e5-4f0c-9bae-1b74067e5982,1057,Simsmouth,32,2024-07-19,47.64
8b2742a8-4ef9-402b-b979-0df4daf895b4,1076,Sandersonchester,18,2024-08-27,428.32
b1e3ef06-15c6-45b9-a021-aeb988eabaee,1050,Carlyville,19,2024-09-25,485.82
70af0672-0400-45d0-9e35-04e50af80df0,1046,Port Terry,29,2024-04-09,302.72
5f4040d0-15cf-46c3-a20d-243f1ee9643d,1017,West Terrytown,36,2024-01-01,251.18
ce1b2d20-b96c-4b3c-bcf7-5faa0d21fa03,1008,New Davidport,44,2024-03-13,168.15
b89e2bed-ff2b-451b-9b6a-7bb6a530f7f4,1014,Leonardville,24,2024-10-04,179.73
393896f6-7b60-4a9a-b751-b011c5eda470,1049,West Mandybury,30,2024-07-01,387.65
a39ef0fd-8451-4320-8523-af976c2e72f3,1035,Juliefort,47,2024-08-03,470.76
fe588214-7c10-4513-af4e-683e6731ed97,1052,New Owen,36,2024-06-06,301.76
6c4e7a5a-06e9-4364-9d21-176280c33347,1051,South Amy,37,2024-06-06,179.59
83beb587-2450-4fd0-bdb0-0f218cc4711f,1005,West Nicole,37,2024-08-28,386.81
69e9a58a-53da-486f-8bc9-df26241467d6,1040,Sylviafort,39,2024-08-16,117.44
5283478e-54fe-4c8a-9b11-de355ae069a0,1009,Port William,3,2024-07-20,40.75
f6ad4ca3-05ee-4a25-8f89-3eece952daf0,1025,Bakerport,8,2024-08-01,167.66
b7bb2bfd-dd1e-4196-aa54-afa84148a135,1031,Boltonport,9,2024-08-30,127.81
350c319e-b1bc-4319-85f3-4270b95d8e18,1054,Parkerberg,19,2024-10-05,101.72
574cc778-4fbd-42ff-a217-736ab89b0db3,1051,West Melanie,37,2024-06-08,340.24
4eacf24b-46bc-4a46-9a96-c6baf715e135,1070,Abbiemouth,33,2024-10-12,387.36
7ba45be6-6838-426c-8f3b-5d74cf4777d0,1022,New Russell,19,2024-04-23,213.68
d826a198-5430-46ff-bf75-48a1aeff3c26,1011,Khanstad,6,2024-04-20,24.06
1e49ec38-1c12-4a8d-a084-2e6d74db6252,1060,West Chelsea,36,2024-02-29,153.59
7b6daefa-63bf-40b2-b178-8b8bc34dd888,1082,Damienborough,24,2024-09-16,287.02
85329dc5-ab1d-44d4-a01b-4ae7fdc74b00,1037,Port Karlborough,36,2024-12-04,186.95
c0ff35f4-2e12-414b-8156-b56a7e85e5b2,1018,Lucasview,28,2024-08-21,427.76
a312867c-e2a5-4a51-bf12-f94d9f4ff4a7,1060,New Gavinshire,9,2024-06-11,87.49
d75ff7ea-af4c-4adc-8c8d-d59d071ba8e7,1071,Ameliafort,28,2024-03-25,14.93
c8a3cb6c-65d5-4d2f-aca9-c087f81a39e7,1034,North Brettton,37,2024-04-14,273.15
305decbb-6128-44d3-9f2c-87cb7b55c25a,1011,West Sharonside,45,2024-07-03,91.09
b566cd73-64a7-4498-a303-758ec923883f,1054,Rachelchester,48,2024-06-21,181.68
7baeb008-f630-4f37-a75a-7fa4e65cf960,1003,Glovertown,17,2024-05-15,237.7
7864e19b-a344-4d0d-b773-1817dd2d12c7,1068,Lake Daniel,39,2024-04-14,221.76
38664c3a-3a7d-4748-a068-2b21dc2d2444,1089,Port Amyfort,22,2024-11-30,24.8
91ec5f35-493a-4c12-a2d5-88ad283fcacd,1065,North Ameliaton,24,2024-06-23,491.44
049c730b-79b1-4575-8aa4-34e2e8604f8a,1058,Nigelport,28,2024-05-24,218.02
bc56650e-88b0-4bbf-964a-4b89e736cc6f,1056,South Traceystad,42,2024-01-14,409.19
0bc0702a-f1ae-48d9-a91e-418b4d8f809a,1005,New Aimeeville,42,2024-09-11,415.56
4ecc7105-89a2-4a67-820b-afbde5e8167b,1079,East Janefort,30,2024-08-05,164.93
7d7cad68-d311-4264-8494-25df438f038e,1049,West Mathewland,6,2024-08-04,394.86
572bbd72-e8d0-43dc-ab24-1707732879e2,1018,East Margaret,21,2024-08-29,115.06
74fa1366-3ef6-49da-b6fb-1399f3dcf44a,1046,North Amelialand,31,2024-03-15,324.57
2b274da7-f601-49d6-b56f-1bf52846f0c3,1070,South Clive,26,2024-07-29,438.65
4f4f3e00-d4fe-4177-bb0a-9ef451f649ad,1039,Bensonbury,10,2024-07-06,193.62
49086990-418c-4af8-81b8-28095c858f24,1086,North Martyn,46,2024-03-10,375.1
8b9fbbbf-30b8-4730-9f2f-5d840ee9da16,1088,Anneside,30,2024-03-13,365.45
41c02657-64be-4d12-82c2-fb0d147b7d93,1032,Hussainton,30,2024-05-19,400.43
ddb81758-ef40-49db-9beb-f7c7dd7f492f,1082,East Brendatown,23,2024-07-01,104.09
cafe5785-87cc-4a52-95fa-c5cdb8b973b2,1009,East Jennaside,6,2024-11-30,342.09
